Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Car_Age
502.0,TOYOTA,Aqua,2013,Hatchback,1,Petrol,,83362,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
638.0,KIA,Optima,2014,Sedan,1,Petrol,,36037,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
831.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,,16687,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,3
765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,115633,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
585.0,TOYOTA,Prius,2013,Sedan,0,Petrol,,137568,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,6,,7
1405.0,BMW,X5,2009,Jeep,1,Diesel,,229854,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Green,0,,11
0.0001,TOYOTA,RAV 4,2016,Jeep,0,Petrol,,188800,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,4,,4
0.0001,HYUNDAI,Sonata,2011,Sedan,1,Petrol,2.0,180800,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,1.0,9
1111.0,HONDA,FIT,2012,Hatchback,0,Petrol,,62000,4,Tiptronic,Front,2026-05-04 00:00:00,Right-hand drive,White,6,,8
1850.0,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,,494317,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,12
836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,135720,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
0.0001,BMW,X5,2008,Jeep,1,Petrol,,245000,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,0,,12
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,64897,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
730.0,SSANGYONG,Actyon,2016,Jeep,1,Diesel,,48910,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
810.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,86391,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
1935.0,LEXUS,GX 460,2016,Jeep,1,Petrol,,155976,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,0,,4
1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,,110846,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
1324.0,TOYOTA,Highlander,2010,Jeep,1,Hybrid,,264877,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,10
934.0,TOYOTA,RAV 4,2015,Jeep,0,Petrol,,73000,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Orange,0,,5
0.0001,TOYOTA,Camry,2013,Sedan,0,Hybrid,,62000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,7
836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,40845,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,214098,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,8
382.0,HYUNDAI,Sonata,2014,Sedan,1,Hybrid,,141000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,471632,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
0.0001,MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,3.0,0,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,1.0,8
0.0001,TOYOTA,Prius,2007,Hatchback,1,Petrol,,0,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,12,,13
836.0,HYUNDAI,Sonata,2010,Sedan,1,LPG,,89181,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,159379,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
1018.0,MERCEDES-BENZ,ML 350,2011,Jeep,1,Diesel,,0,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,9
0.0001,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,144000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,8,,8
738.0,VOLKSWAGEN,Jetta,2017,Sedan,0,Petrol,1.4,99302,4,Manual,Front,2026-05-04 00:00:00,Left wheel,White,6,1.0,3
1091.0,HYUNDAI,H1,2016,Minivan,1,Diesel,,135884,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
502.0,TOYOTA,Aqua,2013,Hatchback,1,Hybrid,,69500,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,7
831.0,HYUNDAI,Elantra,2017,Sedan,1,LPG,,120000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,3
640.0,HYUNDAI,Sonata,2013,Sedan,1,Petrol,,162000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
503.0,TOYOTA,Aqua,2012,Hatchback,1,Petrol,,103000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Yellow,4,,8
761.0,TOYOTA,Prius,2010,Sedan,1,Hybrid,,312000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Black,8,,10
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,80737,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,4
642.0,HYUNDAI,Tucson,2012,Jeep,1,Diesel,,151995,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,8
862.0,HYUNDAI,H1,2011,Universal,1,Diesel,,232078,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
696.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,128919,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,7
1345.0,SSANGYONG,REXTON,2008,Jeep,1,Diesel,,64459,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,12
707.0,HYUNDAI,Sonata,2011,Sedan,1,Petrol,,200867,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,9
891.0,HYUNDAI,Sonata,2016,Sedan,1,Petrol,,101200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
697.0,HYUNDAI,Elantra,2015,Sedan,0,Petrol,,147200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,8,,5
891.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,,90000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,,177523,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,471632,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,140000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,144000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
446.0,HONDA,FIT,2014,Hatchback,1,Petrol,,35479,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,6
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,132023,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
0.0001,KIA,Optima,2012,Sedan,0,Petrol,,166400,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,6,,8
501.0,HONDA,FIT,2014,Hatchback,1,Petrol,,111400,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
0.0001,BMW,X5,2003,Jeep,1,LPG,,18900,6,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,2,,17
765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,139235,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
639.0,VOLKSWAGEN,Jetta,2014,Sedan,1,Diesel,,82392,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,6
1273.0,MERCEDES-BENZ,ML 350,2015,Jeep,1,Diesel,,79080,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,5
1202.0,KIA,Optima,2017,Sedan,1,Petrol,,30400,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,10,,3
779.0,TOYOTA,Camry,2013,Sedan,1,Petrol,,126000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,7
1528.0,FORD,Transit,2007,Microbus,0,Diesel,,168000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,Blue,2,,13
1091.0,TOYOTA,Camry,2016,Sedan,1,Petrol,,151443,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,4
1091.0,FORD,Fusion,2016,Sedan,1,Petrol,,154850,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,4
836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,167512,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,10
1079.0,HYUNDAI,Elantra,2018,Sedan,1,Petrol,,21090,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,12,,2
732.0,HONDA,FIT,2018,Hatchback,1,Petrol,,10970,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,2
649.0,HONDA,FIT,2010,Hatchback,0,Petrol,,129000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,0,,10
1024.0,HYUNDAI,H1,2010,Minivan,1,Diesel,,351108,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
1172.0,LEXUS,RX 450,2011,Jeep,1,Hybrid,,90000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,9
629.0,SSANGYONG,Actyon,2015,Jeep,1,Petrol,,120641,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,45881,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,7
1099.0,SSANGYONG,REXTON,2010,Jeep,1,Diesel,,246600,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
1624.0,MERCEDES-BENZ,E 350,2009,Sedan,1,Diesel,,109139,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,12,,11
502.0,TOYOTA,Prius,2013,Sedan,0,Hybrid,,77000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Black,10,,7
1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,,182541,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
517.0,LEXUS,RX 450,2014,Jeep,1,Hybrid,,43000,4,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,6
831.0,HONDA,Civic,2018,Coupe,1,Petrol,,8520,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,2
640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,,107141,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
382.0,FORD,Fusion,2015,Sedan,1,Hybrid,,88795,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,0,,5
528.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,,140765,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
609.0,TOYOTA,Camry,2018,Sedan,1,Hybrid,,35058,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,2
609.0,TOYOTA,Camry,2018,Sedan,1,Hybrid,,35058,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,2
690.0,HONDA,Civic,2016,Sedan,1,Petrol,,54631,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
0.0001,HYUNDAI,Sonata,2011,Sedan,0,Petrol,,161210,6,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,9
730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,63276,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
1051.0,KIA,Optima,2016,Sedan,0,Petrol,,65000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,12,,4
382.0,FORD,Fusion,2015,Sedan,1,Hybrid,,100747,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Green,0,,5
1486.0,HONDA,FIT,2010,Sedan,1,Hybrid,,0,4,Tiptronic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,2,,10
0.0001,TOYOTA,Prius,2014,Sedan,0,Hybrid,,132669,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Green,2,,6
891.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,,18071,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
1273.0,SSANGYONG,REXTON,2009,Jeep,1,Diesel,,142419,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,11
1268.0,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,92000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Sky blue,6,,8
642.0,HYUNDAI,Sonata,2012,Sedan,1,LPG,,85471,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,8
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,509454,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
730.0,SSANGYONG,Actyon,2016,Jeep,1,Diesel,,181809,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
639.0,CHEVROLET,Cruze,2014,Sedan,1,Diesel,,77192,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,188000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
502.0,FORD,Fusion,2013,Sedan,0,Petrol,1.5,100000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,8,1.0,7
746.0,TOYOTA,Prius,2009,Sedan,1,Hybrid,,142426,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,11
640.0,KIA,Optima,2013,Sedan,1,Petrol,,52192,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,134000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,8
642.0,HYUNDAI,Sonata,2012,Sedan,1,LPG,,67017,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,8
1018.0,BMW,X5,2011,Jeep,1,Diesel,,332243,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,9
831.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,,25635,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,3
639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,353049,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
900.0,HONDA,Civic,2015,Sedan,1,Petrol,,78006,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
584.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,,110685,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
0.0001,HONDA,FIT,2005,Hatchback,0,Petrol,,178000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,15
779.0,TOYOTA,RAV 4,2013,Jeep,1,Petrol,,155672,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,7
0.0001,TOYOTA,Prius,2010,Hatchback,0,Hybrid,,131200,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Black,0,,10
1024.0,HYUNDAI,H1,2010,Minivan,1,Diesel,,58788,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,102397,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
0.0001,HONDA,FIT,2006,Hatchback,0,Petrol,,143000,1,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Yellow,0,,14
0.0001,TOYOTA,Camry,2013,Sedan,0,Hybrid,,220000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,10,,7
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,48000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,283593,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
830.0,HONDA,FIT,2019,Hatchback,0,Petrol,,1500,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Yellow,6,,1
779.0,TOYOTA,RAV 4,2013,Jeep,0,Petrol,,176000,4,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Silver,8,,7
891.0,HYUNDAI,Sonata,2016,Sedan,1,Petrol,,25970,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
0.0001,HONDA,FIT,2011,Hatchback,0,Petrol,,10900,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,9
0.0001,HYUNDAI,Elantra,2014,Hatchback,0,Petrol,,68800,8,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Red,8,,6
0.0001,FORD,Transit,1996,Microbus,0,Diesel,,123000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,,24
1363.0,LEXUS,GX 460,2012,Jeep,1,Petrol,,255406,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,8
697.0,VOLKSWAGEN,Jetta,2015,Sedan,0,Petrol,1.8,89000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Blue,10,1.0,5
730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,87510,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
1598.0,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,,175614,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,12,,12
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,263886,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
1236.0,HONDA,FIT,2011,Hatchback,0,Hybrid,,112000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Black,8,,9
790.0,HYUNDAI,Elantra,2009,Sedan,1,Petrol,,143091,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,11
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,37898,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
730.0,HYUNDAI,Elantra,2016,Sedan,1,LPG,,33091,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,,273186,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,White,12,,9
1266.0,TOYOTA,Aqua,2014,Sedan,0,Hybrid,,87000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,2,,6
880.0,HYUNDAI,Elantra,2018,Sedan,1,LPG,,35643,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
585.0,HYUNDAI,Elantra,2013,Coupe,1,Petrol,,89962,4,Automatic,Front,2026-03-02 00:00:00,Left wheel,Blue,12,,7
518.0,TOYOTA,RAV 4,2016,Jeep,0,Hybrid,,19000,4,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,4
687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,124900,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
639.0,CHEVROLET,Cruze,2014,Sedan,1,Diesel,2.0,164800,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,10,1.0,6
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,88900,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,,119379,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,9
1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,,275240,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,0,,10
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,179381,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
0.0001,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,100000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,16,,8
0.0001,HYUNDAI,Elantra,2014,Sedan,0,Petrol,1.8,66000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Carnelian red,0,1.0,6
503.0,TOYOTA,Aqua,2012,Hatchback,1,Petrol,,116453,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Yellow,4,,8
639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,,120871,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
586.0,CHEVROLET,Cruze,2012,Sedan,1,Petrol,,114776,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,8
586.0,TOYOTA,Prius,2012,Hatchback,0,Hybrid,,212000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Black,9,,8
639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,,79769,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
475.0,CHEVROLET,Cruze,2012,Sedan,0,Petrol,1.4,165000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,10,1.0,8
0.0001,VOLKSWAGEN,Jetta,2005,Sedan,1,Petrol,,97000,5,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,6,,15
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,59000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
1091.0,TOYOTA,RAV 4,2016,Jeep,0,Petrol,,70400,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,10,,4
1172.0,TOYOTA,Highlander,2011,Jeep,1,Hybrid,,342622,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,9
707.0,HYUNDAI,Sonata,2011,Sedan,1,LPG,,61208,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
730.0,SSANGYONG,Actyon,2016,Jeep,1,Petrol,,18498,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,4
0.0001,FORD,Transit,2004,Microbus,0,Diesel,,180000,4,Manual,Rear,2026-03-02 00:00:00,Left wheel,Silver,2,,16
0.0001,TOYOTA,Prius,2011,Sedan,0,LPG,,110000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
1408.0,FORD,Transit,2007,Microbus,0,Diesel,2.2,170000,4,Manual,Front,2026-05-04 00:00:00,Left wheel,Black,2,1.0,13
862.0,FORD,Fusion,2011,Sedan,0,Hybrid,,224000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,9
761.0,TOYOTA,Prius,2010,Hatchback,0,Hybrid,,200000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,12,,10
862.0,TOYOTA,Camry,2011,Sedan,1,Petrol,,208000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,10,,9
1079.0,HYUNDAI,Santa FE,2018,Jeep,1,Diesel,,102934,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
481.0,FORD,Fusion,2017,Sedan,1,Hybrid,,235150,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,3
1514.0,LEXUS,GX 460,2011,Jeep,1,Petrol,,160138,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,0,,9
639.0,VOLKSWAGEN,Jetta,2014,Sedan,1,Petrol,,107637,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,6
1268.0,TOYOTA,Aqua,2012,Hatchback,0,Petrol,,111000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Black,6,,8
474.0,CHEVROLET,Cruze,2013,Sedan,1,Petrol,1.4,170451,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,12,1.0,7
836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,114000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
0.0001,TOYOTA,Camry,2010,Sedan,1,Petrol,,85000,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,10
0.0001,HYUNDAI,Santa FE,2002,Jeep,1,LPG,,1000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Brown,4,,18
639.0,HYUNDAI,Tucson,2014,Jeep,1,Diesel,,83500,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,101387,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,177719,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
0.0001,HONDA,FIT,2004,Hatchback,0,Petrol,,11111,2,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,6,,16
645.0,CHEVROLET,Cruze,2011,Sedan,1,Diesel,,241768,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
639.0,HYUNDAI,Sonata,2014,Sedan,1,Petrol,2.0,78000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,12,1.0,6
528.0,HYUNDAI,Elantra,2014,Sedan,1,Diesel,,138598,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
2364.0,LEXUS,GX 460,2019,Jeep,1,Petrol,,26138,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,10,,1
584.0,CHEVROLET,Cruze,2014,Sedan,1,Petrol,,78296,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,6
333.0,FORD,Fusion,2014,Sedan,1,Hybrid,,124493,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,6
1024.0,HYUNDAI,H1,2010,Jeep,1,Diesel,,56765,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
1017.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,,115974,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,3
640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,,53283,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
583.0,CHEVROLET,Cruze,2011,Sedan,1,Petrol,,154148,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,9
0.0001,TOYOTA,Prius,2012,Hatchback,0,Hybrid,,90000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
