Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Car_Age
18817,0.0001,HYUNDAI,Elantra,2014,Sedan,0,Petrol,,116800,4,Tiptronic,Rear,2026-05-04 00:00:00,Left wheel,White,0,,6
14897,862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,,54862,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Yellow,4,,9
8467,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,419603,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,6
3920,738.0,CHEVROLET,Cruze,2017,Sedan,1,Petrol,,52661,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,3
16621,1185.0,TOYOTA,Camry,2009,Sedan,0,Petrol,,60250,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Red,16,,11
30,0.0001,HONDA,FIT,2002,Hatchback,0,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,18
37125,1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,,168645,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,3
20005,707.0,SSANGYONG,Actyon,2011,Jeep,1,Diesel,,107479,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
35,0.0001,TOYOTA,Prius,2014,Sedan,0,Hybrid,,160960,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,0,,6
43143,1079.0,HYUNDAI,Elantra,2018,Sedan,1,Petrol,,35168,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,2
1098,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,398069,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
13962,836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,259385,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
1098,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,398069,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
31988,1935.0,LEXUS,GX 460,2016,Jeep,1,Petrol,,155976,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,0,,4
42024,0.0001,TOYOTA,Prius,2016,Hatchback,0,Petrol,,83000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,4
54568,1363.0,LEXUS,GX 460,2012,Jeep,1,Petrol,,255406,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,8
8377,308.0,TOYOTA,Aqua,2015,Hatchback,1,Hybrid,,178442,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
15063,1024.0,HYUNDAI,H1,2010,Minivan,1,Diesel,,52717,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
51028,1079.0,HYUNDAI,Santa FE,2018,Jeep,1,Diesel,,102934,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
10349,1268.0,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,131000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Black,6,,8
2901,749.0,HYUNDAI,Sonata,2014,Sedan,1,Petrol,,158714,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
11604,562.0,CHEVROLET,Cruze,2015,Sedan,0,Petrol,,76000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,0,,5
73698,0.0001,TOYOTA,Camry,2019,Sedan,1,Petrol,,6417,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,12,,1
13956,603.0,LEXUS,RX 450,2015,Jeep,1,Hybrid,,143619,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,5
9565,919.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,,171221,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,12,,8
23521,1058.0,TOYOTA,Highlander,2012,Jeep,1,Petrol,,140966,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,8
35570,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,32000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
3136,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,159379,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
43576,831.0,SSANGYONG,Actyon,2017,Jeep,1,Diesel,,42891,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,3
19121,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,112243,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
4077,1363.0,LEXUS,GX 460,2012,Jeep,1,Petrol,,150909,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,8
24775,441.0,KIA,Optima,2015,Sedan,1,Hybrid,,87890,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,6,,5
15367,552.0,HONDA,FIT,2011,Hatchback,0,Petrol,,120000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,6,,9
16308,0.0001,TOYOTA,Aqua,2014,Hatchback,0,Hybrid,,12800,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,4,,6
941,753.0,HYUNDAI,Sonata,2012,Sedan,1,Petrol,,215266,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,8
94083,431.0,BMW,X5,2016,Jeep,1,Plug-in Hybrid,2.0,58000,4,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,1.0,4
22357,836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,214639,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
13203,527.0,HONDA,FIT,2015,Hatchback,1,Petrol,,137533,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
10036,0.0001,BMW,X5,2002,Sedan,1,Petrol,3.0,321430,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,8,1.0,18
2038,333.0,FORD,Fusion,2014,Sedan,1,Hybrid,,165442,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
7213,0.0001,MERCEDES-BENZ,ML 350,2003,Jeep,1,CNG,,178000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,8,,17
21953,585.0,TOYOTA,Prius,2013,Sedan,1,Hybrid,,105600,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,10,,7
49174,0.0001,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,199450,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,White,4,,8
53521,971.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,130279,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,4,,4
4391,0.0001,FORD,Transit,1992,Microbus,0,Diesel,,0,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,0,,28
30784,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,136711,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
10873,502.0,TOYOTA,Aqua,2013,Hatchback,1,Petrol,,154000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,7
18654,862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,,69624,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,9
53185,1017.0,HONDA,Civic,2017,Coupe,1,Petrol,,26488,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
14740,0.0001,TOYOTA,Prius,2010,Hatchback,1,Petrol,,120000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Black,6,,10
63152,784.0,HONDA,Civic,2017,Sedan,1,Petrol,,7176,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,3
1254,1079.0,HYUNDAI,Elantra,2018,Sedan,1,Petrol,,48171,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,12,,2
15681,0.0001,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,117000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,8
21103,730.0,HYUNDAI,Elantra,2016,Sedan,1,Diesel,,91314,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
28225,777.0,TOYOTA,RAV 4,2014,Jeep,1,Petrol,,116442,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,0,,6
53872,971.0,SSANGYONG,REXTON,2016,Jeep,1,Diesel,,14950,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
87811,0.0001,TOYOTA,Camry,2018,Sedan,1,Petrol,,18000,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,10,,2
22580,650.0,CHEVROLET,Cruze,2016,Sedan,0,Petrol,,64000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,8,,4
282,0.0001,FORD,Transit,2000,Microbus,0,Diesel,,1000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,0,,20
11917,690.0,LEXUS,RX 450,2016,Jeep,1,Hybrid,,59858,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,4
14069,707.0,SSANGYONG,Actyon,2011,Jeep,1,Diesel,,209900,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
21972,642.0,HYUNDAI,Tucson,2012,Jeep,1,Diesel,,162957,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
21918,891.0,HYUNDAI,Sonata,2016,Sedan,1,Petrol,,19088,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
9879,1018.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,,273186,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,White,12,,9
1882,746.0,TOYOTA,Prius,2009,Sedan,1,Hybrid,,142426,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,11
44003,880.0,SSANGYONG,Actyon,2018,Jeep,1,Petrol,,24372,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,2
17249,0.0001,TOYOTA,Prius,2010,Hatchback,1,Hybrid,,171000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Pink,10,,10
627,441.0,KIA,Optima,2015,Sedan,1,Hybrid,,70936,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,5
17562,0.0001,BMW,X5,2005,Jeep,1,LPG,,71000,6,Tiptronic,4x4,2026-05-04 00:00:00,Right-hand drive,Silver,10,,15
10036,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,493905,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
15367,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,409910,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
15035,836.0,HYUNDAI,Sonata,2010,Sedan,1,Petrol,,193953,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
25365,911.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,149046,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
7213,1486.0,HONDA,FIT,2010,Hatchback,0,Petrol,,9200,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Blue,2,,10
10349,843.0,TOYOTA,Prius,2008,Hatchback,0,Hybrid,,120000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,7,,12
15035,583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,174391,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
35338,640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,,142000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,7
29777,765.0,HYUNDAI,Tucson,2015,Jeep,1,Diesel,,66000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
44247,891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,148633,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
3763,1850.0,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,,494317,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,12
27284,934.0,TOYOTA,Camry,2015,Sedan,1,Petrol,,80000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,5
17813,447.0,HONDA,FIT,2013,Universal,1,Petrol,,68614,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
10663,0.0001,TOYOTA,Prius,2006,Hatchback,0,Hybrid,,210000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Green,4,,14
10976,0.0001,FORD,Transit,1999,Microbus,0,Diesel,,241000,4,Manual,Rear,2026-03-02 00:00:00,Left wheel,White,2,,21
43278,1514.0,LEXUS,GX 460,2011,Jeep,1,Petrol,,160138,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,0,,9
6586,642.0,HYUNDAI,Sonata,2012,Sedan,1,LPG,,742997,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,8
41553,891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,142040,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
24123,836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,138185,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
11992,1047.0,HYUNDAI,Elantra,2007,Sedan,1,Petrol,,128354,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,13
21953,690.0,FORD,Fusion,2016,Sedan,0,Petrol,1.5,91200,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Carnelian red,8,1.0,4
18817,730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,32595,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
42551,877.0,HYUNDAI,Tucson,2017,Jeep,1,Diesel,,81070,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
20266,528.0,HYUNDAI,Elantra,2014,Sedan,1,Diesel,,138598,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
103491,0.0001,BMW,X5,2018,Jeep,1,Diesel,2.5,59364,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,1.0,2
16778,862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,,45984,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
20385,0.0001,TOYOTA,Prius,2012,Hatchback,0,Hybrid,,114458,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Silver,6,,8
2430,919.0,MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,,221312,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,8
19707,836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,232801,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,10
90,0.0001,BMW,X5,2006,Jeep,1,Diesel,3.0,13000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,6,1.0,14
3450,607.0,TOYOTA,Camry,2019,Sedan,1,Hybrid,,9626,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,1
16500,585.0,TOYOTA,Prius,2013,Hatchback,0,Hybrid,,91373,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Sky blue,8,,7
11604,0.0001,FORD,Transit,1998,Microbus,0,Diesel,,12345,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,,22
7840,0.0001,FORD,Transit,1995,Microbus,0,Diesel,,500000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,Red,2,,25
26030,0.0001,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,61257,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,,10
13877,585.0,CHEVROLET,Cruze,2013,Sedan,1,Petrol,,95112,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,7
22000,0.0001,HYUNDAI,H1,2007,Minivan,1,Diesel,2.5,68000,4,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Yellow,2,1.0,13
16308,645.0,TOYOTA,Prius,2011,Hatchback,0,Hybrid,,174400,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,6,,9
39829,1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,,155821,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,10
1803,1405.0,BMW,X5,2009,Jeep,1,Diesel,,229854,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Green,0,,11
5331,0.0001,FORD,Transit,1997,Microbus,0,Diesel,,396672,1,Manual,Rear,2026-03-02 00:00:00,Left wheel,White,0,,23
18817,730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,32595,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
11290,831.0,KIA,Optima,2011,Sedan,0,Hybrid,,163065,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,9
1882,746.0,TOYOTA,Prius,2009,Sedan,1,Hybrid,,142426,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,11
23521,1058.0,TOYOTA,Highlander,2012,Jeep,1,Petrol,,140966,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,8
12544,0.0001,TOYOTA,Prius,2007,Hatchback,1,Petrol,,0,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,12,,13
18669,862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,,52686,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
83107,1325.0,HYUNDAI,H1,2019,Minivan,1,Diesel,,21442,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,1
2822,382.0,FORD,Fusion,2015,Sedan,1,Hybrid,,100747,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Green,0,,5
4234,1202.0,HYUNDAI,Santa FE,2017,Jeep,1,Petrol,,69757,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,3
15681,586.0,TOYOTA,Prius,2012,Sedan,0,Petrol,,139200,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
3607,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,156518,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
55515,1079.0,HYUNDAI,Santa FE,2018,Jeep,1,Diesel,,102934,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
12800,0.0001,FORD,Transit,2001,Microbus,0,Diesel,,0,4,Manual,Front,2026-03-02 00:00:00,Left wheel,White,2,,19
39161,730.0,SSANGYONG,Actyon,2016,Jeep,1,Petrol,,49145,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
23521,0.0001,FORD,Transit,1996,Microbus,0,Diesel,,123000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,,24
36567,1091.0,HYUNDAI,H1,2016,Minivan,1,Diesel,,104112,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
4861,308.0,HONDA,Civic,2015,Sedan,1,Hybrid,,49272,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,0,,5
11290,0.0001,BMW,X5,2000,Jeep,1,Petrol,,217000,8,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,20
73633,1176.0,HYUNDAI,Santa FE,2019,Jeep,1,Diesel,,15936,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,1
13962,836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,122222,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
56450,917.0,MERCEDES-BENZ,ML 350,2013,Jeep,0,Diesel,3.0,10000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,White,12,1.0,7
10635,893.0,HYUNDAI,Elantra,2008,Sedan,1,Diesel,,209973,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,12
9879,1018.0,MERCEDES-BENZ,ML 350,2011,Jeep,1,Diesel,,275862,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,9
28755,770.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,,141000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
15053,0.0001,HYUNDAI,Sonata,2011,Sedan,1,Petrol,,174400,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,0,,9
4391,917.0,BMW,X5,2013,Jeep,1,Petrol,,69754,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,7
15681,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,305511,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
21953,781.0,TOYOTA,Camry,2012,Sedan,1,Petrol,,12000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Beige,12,,8
4861,1324.0,TOYOTA,Highlander,2010,Jeep,1,Hybrid,,264877,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,10
46728,1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,,260771,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,10
1882,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Petrol,,146395,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Grey,12,,6
13485,843.0,TOYOTA,Prius,2008,Sedan,0,Hybrid,,112500,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Green,6,,12
8154,308.0,TOYOTA,Prius,2015,Hatchback,1,Hybrid,,127789,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,5
37125,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,146740,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
12858,779.0,FORD,Fusion,2013,Sedan,0,Petrol,,143632,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,7
98066,1176.0,HYUNDAI,Santa FE,2019,Minivan,1,Diesel,,17632,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,1
14856,639.0,CHEVROLET,Cruze,2014,Sedan,1,Diesel,,123850,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,6
21326,0.0001,TOYOTA,Prius,2013,Sedan,0,Hybrid,,136600,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,8,,7
5959,1249.0,TOYOTA,Camry,2017,Sedan,1,Petrol,,60117,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,3
19008,836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,229398,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
40634,880.0,SSANGYONG,Actyon,2018,Jeep,1,Petrol,,30084,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,2
79616,1076.0,HYUNDAI,Santa FE,2020,Jeep,1,Diesel,,4654,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,0
1098,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,398069,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
15521,836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,50510,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
9879,1018.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,,273186,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,White,12,,9
21639,0.0001,BMW,X5,2008,Jeep,1,Petrol,,200000,8,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Grey,8,,12
60831,831.0,HONDA,Civic,2018,Sedan,1,Petrol,,17992,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,2
38063,639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,,131690,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
14740,761.0,TOYOTA,Prius,2010,Sedan,0,Petrol,,10100,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,6,,10
14113,707.0,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,,56557,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
11563,645.0,CHEVROLET,Cruze,2011,Sedan,1,Petrol,,177309,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
14113,761.0,TOYOTA,Prius,2010,Hatchback,0,Hybrid,,252800,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,6,,10
9252,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,586667,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
51589,0.0001,TOYOTA,RAV 4,2016,Jeep,0,Petrol,,25000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,10,,4
21012,463.0,TOYOTA,Prius,2018,Sedan,0,Hybrid,,206794,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,,2
30906,502.0,TOYOTA,Aqua,2013,Hatchback,1,Petrol,,107000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Yellow,4,,7
12388,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,,189530,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,10
6586,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,505900,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
15994,1172.0,MERCEDES-BENZ,E 350,2011,Coupe,1,Diesel,,170429,6,Automatic,Rear,2026-03-02 00:00:00,Left wheel,Silver,12,,9
21075,730.0,HYUNDAI,Elantra,2016,Sedan,1,LPG,,126199,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
18801,308.0,TOYOTA,Prius,2014,Hatchback,0,Hybrid,,106000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Grey,0,,6
41281,730.0,SSANGYONG,Actyon,2016,Jeep,1,Diesel,,31754,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,4
15681,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,256768,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
22433,1185.0,HYUNDAI,H1,2009,Minivan,1,Diesel,,50653,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,11
45542,1017.0,HYUNDAI,Tucson,2017,Jeep,1,Diesel,,104918,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
784,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,102397,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
10036,0.0001,VOLKSWAGEN,Jetta,2008,Sedan,0,Petrol,,122400,6,Manual,Front,2026-05-04 00:00:00,Left wheel,Black,8,,12
1882,586.0,TOYOTA,Prius,2012,Hatchback,1,Hybrid,,215810,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,8
1254,966.0,HYUNDAI,Elantra,2009,Sedan,1,Petrol,,268227,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,11
11917,761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,,162000,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,6,,10
39201,1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,,155821,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,10
23521,0.0001,FORD,Transit,1996,Microbus,0,Diesel,,123000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,,24
